          0.1128379167095513E+01          0.0000000000000000E+00
          0.1359663039773539E+01          0.2267604552648373E+00
          0.1570506859661624E+01          0.4245559630089465E+00
          0.1761896566223777E+01          0.6089522407468339E+00
          0.1937061569673058E+01          0.7867682491820416E+00
          0.2099000681222825E+01          0.9610242261136548E+00
          0.2250078112955464E+01          0.1133171914112520E+01
          0.2392101149056598E+01          0.1303976571486213E+01
          0.2526457758108728E+01          0.1473875521195936E+01
          0.2654229740719389E+01          0.1643135675296211E+01
          0.2776274635500482E+01          0.1811928808184582E+01
          0.2893283432852602E+01          0.1980370340091963E+01
          0.3005821353731879E+01          0.2148540637088794E+01
          0.3114357034920449E+01          0.2316497352360616E+01
          0.3219283754714675E+01          0.2484282906680972E+01
          0.3320935127613909E+01          0.2651929199949048E+01
          0.3419596896345679E+01          0.2819460678231210E+01
          0.3515515925587100E+01          0.2986896388271315E+01
          0.3608907157360164E+01          0.3154251388672751E+01
          0.3699959059260824E+01          0.3321537740881279E+01
          0.3788837942484546E+01          0.3488765218912980E+01
          0.3875691421186305E+01          0.3655941826676105E+01
          0.3960651211501812E+01          0.3823074181067002E+01
          0.4043835417025661E+01          0.3990167799761955E+01
          0.4125350410721584E+01          0.4157227320247340E+01
          0.4205292396623236E+01          0.4324256668511614E+01
          0.4283748715172122E+01          0.4491259190391328E+01
          0.4360798941599759E+01          0.4658237754869889E+01
          0.4436515815932187E+01          0.4825194836072395E+01
          0.4510966035011589E+01          0.4992132578911164E+01
          0.4584210930674265E+01          0.5159052852060722E+01
          0.4656307053403482E+01          0.5325957291026000E+01
          0.4727306677030165E+01          0.5492847333398853E+01
          0.4797258237117996E+01          0.5659724247907403E+01
          0.4866206713355556E+01          0.5826589158495602E+01
          0.4934193964431666E+01          0.5993443064398431E+01
          0.5001259022405428E+01          0.6160286856966907E+01
          0.5067438352383103E+01          0.6327121333842421E+01
          0.5132766082370662E+01          0.6493947210952970E+01
          0.5197274207365560E+01          0.6660765132713885E+01
          0.5260992771137835E+01          0.6827575680737276E+01
          0.5323950028590718E+01          0.6994379381299541E+01
          0.5386172591189281E+01          0.7161176711768324E+01
          0.5447685557548606E+01          0.7327968106153873E+01
          0.5508512631001393E+01          0.7494753959921589E+01
          0.5568676225684386E+01          0.7661534634177322E+01
          0.5628197562492712E+01          0.7828310459319208E+01
          0.5687096756049357E+01          0.7995081738233226E+01
          0.5745392893706166E+01          0.8161848749098123E+01
          0.5803104107437911E+01          0.8328611747854213E+01
          0.5860247639408503E+01          0.8495370970381448E+01
          0.5916839901861226E+01          0.8662126634426999E+01
          0.5972896531936729E+01          0.8828878941314745E+01
          0.6028432441919586E+01          0.8995628077464509E+01
          0.6083461865382656E+01          0.9162374215746254E+01
          0.6137998399620954E+01          0.9329117516688719E+01
          0.6192055044740009E+01          0.9495858129562233E+01
          0.6245644239711900E+01          0.9662596193347143E+01
          0.6298777895681289E+01          0.9829331837606624E+01
          0.6351467426775221E+01          0.9996065183270510E+01
          0.6403723778640072E+01          0.1016279634334221E+02
          0.6455557454906178E+01          0.1032952542353837E+02
          0.6506978541764823E+01          0.1049625252286597E+02
          0.6557996730813372E+01          0.1066297773414693E+02
          0.6608621340322667E+01          0.1082970114449328E+02
          0.6658861335049782E+01          0.1099642283573992E+02
          0.6708725344724653E+01          0.1116314288483762E+02
          0.6758221681307369E+01          0.1132986136421247E+02
          0.6807358355125385E+01          0.1149657834209360E+02
          0.6856143089967333E+01          0.1166329388281274E+02
          0.6904583337225858E+01          0.1183000804707818E+02
          0.6952686289148714E+01          0.1199672089222693E+02
          0.7000458891280875E+01          0.1216343247245550E+02
          0.7047907854142224E+01          0.1233014283903130E+02
          0.7095039664209367E+01          0.1249685204048863E+02
          0.7141860594243528E+01          0.1266356012280809E+02
          0.7188376713017339E+01          0.1283026712958222E+02
          0.7234593894476597E+01          0.1299697310216883E+02
          0.7280517826383940E+01          0.1316367807983229E+02
          0.7326154018471806E+01          0.1333038209987415E+02
          0.7371507810145949E+01          0.1349708519775444E+02
          0.7416584377762224E+01          0.1366378740720384E+02
          0.7461388741512600E+01          0.1383048876032786E+02
          0.7505925771936656E+01          0.1399718928770396E+02
          0.7550200196095644E+01          0.1416388901847006E+02
          0.7594216603413162E+01          0.1433058798041021E+02
          0.7637979451225235E+01          0.1449728620003058E+02
          0.7681493070034086E+01          0.1466398370263311E+02
          0.7724761668507917E+01          0.1483068051238277E+02
          0.7767789338219240E+01          0.1499737665237074E+02
          0.7810580058159696E+01          0.1516407214467344E+02
